A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 0.00000000e+00
r_power = 0
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.79070605e-02;1.43677978e-01;2.38585571e-01;3.31212264e-01;4.19863175e-01;5.02889124e-01;5.78942810e-01;6.47133051e-01;7.07070046e-01;7.58821545e-01;8.02814508e-01;8.39717346e-01;8.70328945e-01;8.95488975e-01;9.16014034e-01;9.32657814e-01;9.46090470e-01;9.56891694e-01;9.65552657e-01;9.72483012e-01;9.78020329e-01;9.82440197e-01;9.85966013e-01;9.88777866e-01;9.91020335e-01;9.92809120e-01;9.94236594e-01;9.95376382e-01;9.96287094e-01;9.97015353e-01;9.97598231e-01;9.98065201e-01;9.98439693e-01;9.98740344e-01;9.98981981e-01;9.99176408e-01;9.99333027e-01;9.99459337e-01;9.99561320e-01;9.99643756e-01;9.99710464e-01;9.99764505e-01;9.99808330e-01;9.99843906e-01;9.99872812e-01;9.99896320e-01;9.99915454e-01;9.99931039e-01;9.99943742e-01;9.99954102e-01;9.99962555e-01;9.99969455e-01;9.99975089e-01;9.99979690e-01;9.99983449e-01;9.99986518e-01;9.99989025e-01;9.99991072e-01;9.99992743e-01;9.99994106e-01;9.99995218e-01;9.99996124e-01;9.99996862e-01;9.99997462e-01;9.99997951e-01;9.99998347e-01;9.99998669e-01;9.99998930e-01;9.99999141e-01;9.99999311e-01;9.99999449e-01;9.99999560e-01;9.99999649e-01;9.99999721e-01;9.99999778e-01;9.99999824e-01;9.99999861e-01;9.99999890e-01;9.99999913e-01;9.99999932e-01;9.99999947e-01;9.99999958e-01;9.99999967e-01;9.99999975e-01;9.99999980e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-1.29611736e-02;1.91671446e+00;1.22639467e-01
4.82703067e-02;1.44758948e-01;2.40336231e-01;3.33546219e-01;4.22661311e-01;5.06012179e-01;5.82246999e-01;6.50484667e-01;7.10356063e-01;7.61955091e-01;8.05735650e-01;8.42390527e-01;8.72738617e-01;8.97634699e-01;9.17905885e-01;9.34312522e-01;9.47528418e-01;9.58134744e-01;9.66622662e-01;9.73400872e-01;9.78805433e-01;9.83110162e-01;9.86536589e-01;9.89262976e-01;9.91432175e-01;9.93158303e-01;9.94532305e-01;9.95626538e-01;9.96498497e-01;9.97193831e-01;9.97748768e-01;9.98192048e-01;9.98546476e-01;9.98830148e-01;9.99057430e-01;9.99239731e-01;9.99386116e-01;9.99503796e-01;9.99598509e-01;9.99674825e-01;9.99736388e-01;9.99786107e-01;9.99826305e-01;9.99858840e-01;9.99885202e-01;9.99906583e-01;9.99923940e-01;9.99938044e-01;9.99949513e-01;9.99958848e-01;9.99966450e-01;9.99972644e-01;9.99977695e-01;9.99981815e-01;9.99985176e-01;9.99987919e-01;9.99990158e-01;9.99991986e-01;9.99993478e-01;9.99994695e-01;9.99995689e-01;9.99996499e-01;9.99997159e-01;9.99997697e-01;9.99998135e-01;9.99998492e-01;9.99998782e-01;9.99999017e-01;9.99999208e-01;9.99999363e-01;9.99999488e-01;9.99999589e-01;9.99999671e-01;9.99999737e-01;9.99999790e-01;9.99999833e-01;9.99999867e-01;9.99999895e-01;9.99999916e-01;9.99999934e-01;9.99999948e-01;9.99999959e-01;9.99999968e-01;9.99999975e-01;9.99999980e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-1.55916407e-02;1.93133199e+00;1.01432113e-01
4.85717360e-02;1.45655860e-01;2.41788301e-01;3.35481059e-01;4.24979345e-01;5.08597283e-01;5.84979624e-01;6.53254000e-01;7.13068777e-01;7.64539767e-01;8.08143289e-01;8.44592319e-01;8.74722245e-01;8.99400239e-01;9.19461992e-01;9.35673243e-01;9.48710729e-01;9.59156769e-01;9.67502465e-01;9.74155689e-01;9.79451235e-01;9.83661436e-01;9.87006278e-01;9.89662511e-01;9.91771565e-01;9.93446251e-01;9.94776343e-01;9.95833156e-01;9.96673269e-01;9.97341533e-01;9.97873484e-01;9.98297265e-01;9.98635166e-01;9.98904841e-01;9.99120279e-01;9.99292564e-01;9.99430487e-01;9.99541023e-01;9.99629710e-01;9.99700946e-01;9.99758232e-01;9.99804352e-01;9.99841526e-01;9.99871522e-01;9.99895753e-01;9.99915348e-01;9.99931211e-01;9.99944066e-01;9.99954493e-01;9.99962958e-01;9.99969837e-01;9.99975430e-01;9.99979982e-01;9.99983688e-01;9.99986707e-01;9.99989168e-01;9.99991174e-01;9.99992810e-01;9.99994145e-01;9.99995234e-01;9.99996122e-01;9.99996847e-01;9.99997438e-01;9.99997919e-01;9.99998312e-01;9.99998632e-01;9.99998892e-01;9.99999104e-01;9.99999276e-01;9.99999415e-01;9.99999529e-01;9.99999621e-01;9.99999695e-01;9.99999755e-01;9.99999804e-01;9.99999843e-01;9.99999875e-01;9.99999900e-01;9.99999920e-01;9.99999937e-01;9.99999950e-01;9.99999960e-01;9.99999969e-01;9.99999975e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-1.78042924e-02;1.94346292e+00;8.37282178e-02
4.88212379e-02;1.46398193e-01;2.42989766e-01;3.37081262e-01;4.26895365e-01;5.10732619e-01;5.87235167e-01;6.55538130e-01;7.15304565e-01;7.66668554e-01;8.10125022e-01;8.46403624e-01;8.76353322e-01;9.00851447e-01;9.20740694e-01;9.36791174e-01;9.49681980e-01;9.59996330e-01;9.68225238e-01;9.74775871e-01;9.79981960e-01;9.84114609e-01;9.87392524e-01;9.89991210e-01;9.92050924e-01;9.93683406e-01;9.94977465e-01;9.96003562e-01;9.96817527e-01;9.97463557e-01;9.97976618e-01;9.98384366e-01;9.98708669e-01;9.98966821e-01;9.99172499e-01;9.99336525e-01;9.99467464e-01;9.99572097e-01;9.99655799e-01;9.99722829e-01;9.99776568e-01;9.99819700e-01;9.99854357e-01;9.99882237e-01;9.99904690e-01;9.99922793e-01;9.99937405e-01;9.99949212e-01;9.99958761e-01;9.99966493e-01;9.99972760e-01;9.99977843e-01;9.99981970e-01;9.99985323e-01;9.99988050e-01;9.99990268e-01;9.99992074e-01;9.99993544e-01;9.99994742e-01;9.99995719e-01;9.99996515e-01;9.99997164e-01;9.99997693e-01;9.99998125e-01;9.99998476e-01;9.99998763e-01;9.99998996e-01;9.99999186e-01;9.99999341e-01;9.99999467e-01;9.99999569e-01;9.99999652e-01;9.99999720e-01;9.99999774e-01;9.99999818e-01;9.99999854e-01;9.99999883e-01;9.99999906e-01;9.99999925e-01;9.99999940e-01;9.99999952e-01;9.99999962e-01;9.99999970e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-1.96562740e-02;1.95350472e+00;6.90027414e-02
4.90273261e-02;1.47011312e-01;2.43981861e-01;3.38402126e-01;4.28476163e-01;5.12493383e-01;5.89093932e-01;6.57419290e-01;7.17144798e-01;7.68419721e-01;8.11754381e-01;8.47892188e-01;8.77693263e-01;9.02043263e-01;9.21790598e-01;9.37708933e-01;9.50479258e-01;9.60685499e-01;9.68818574e-01;9.75285051e-01;9.80417777e-01;9.84486835e-01;9.87709879e-01;9.90261384e-01;9.92280644e-01;9.93878519e-01;9.95143028e-01;9.96143930e-01;9.96936440e-01;9.97564219e-01;9.98061770e-01;9.98456346e-01;9.98769472e-01;9.99018147e-01;9.99215793e-01;9.99373017e-01;9.99498199e-01;9.99597963e-01;9.99677549e-01;9.99741102e-01;9.99791906e-01;9.99832562e-01;9.99865132e-01;9.99891254e-01;9.99912228e-01;9.99929087e-01;9.99942654e-01;9.99953583e-01;9.99962398e-01;9.99969514e-01;9.99975266e-01;9.99979918e-01;9.99983686e-01;9.99986740e-01;9.99989217e-01;9.99991228e-01;9.99992862e-01;9.99994191e-01;9.99995271e-01;9.99996151e-01;9.99996867e-01;9.99997450e-01;9.99997925e-01;9.99998312e-01;9.99998627e-01;9.99998884e-01;9.99999094e-01;9.99999264e-01;9.99999403e-01;9.99999516e-01;9.99999608e-01;9.99999683e-01;9.99999744e-01;9.99999793e-01;9.99999833e-01;9.99999866e-01;9.99999892e-01;9.99999913e-01;9.99999930e-01;9.99999944e-01;9.99999955e-01;9.99999964e-01;9.99999972e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.12000324e-02;1.96179971e+00;5.67912851e-02
4.91972602e-02;1.47516839e-01;2.44799701e-01;3.39490658e-01;4.29778396e-01;5.13943206e-01;5.90623688e-01;6.58966689e-01;7.18657780e-01;7.69858802e-01;8.13092796e-01;8.49114499e-01;8.78793195e-01;9.03021360e-01;9.22652071e-01;9.38461887e-01;9.51133326e-01;9.61250875e-01;9.69305357e-01;9.75702837e-01;9.80775427e-01;9.84792368e-01;9.87970442e-01;9.90483282e-01;9.92469389e-01;9.94038900e-01;9.95279186e-01;9.96259431e-01;9.97034346e-01;9.97647155e-01;9.98131978e-01;9.98515742e-01;9.98819690e-01;9.99060577e-01;9.99251620e-01;9.99403249e-01;9.99523691e-01;9.99619444e-01;9.99695635e-01;9.99756319e-01;9.99804698e-01;9.99843306e-01;9.99874149e-01;9.99898814e-01;9.99918560e-01;9.99934385e-01;9.99947082e-01;9.99957280e-01;9.99965481e-01;9.99972082e-01;9.99977401e-01;9.99981692e-01;9.99985158e-01;9.99987959e-01;9.99990225e-01;9.99992061e-01;9.99993548e-01;9.99994755e-01;9.99995735e-01;9.99996531e-01;9.99997178e-01;9.99997704e-01;9.99998132e-01;9.99998480e-01;9.99998764e-01;9.99998995e-01;9.99999183e-01;9.99999336e-01;9.99999461e-01;9.99999562e-01;9.99999645e-01;9.99999712e-01;9.99999767e-01;9.99999811e-01;9.99999847e-01;9.99999877e-01;9.99999901e-01;9.99999920e-01;9.99999936e-01;9.99999948e-01;9.99999958e-01;9.99999967e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.24825218e-02;1.96863983e+00;4.66895822e-02
4.93371828e-02;1.47933065e-01;2.45472960e-01;3.40386530e-01;4.30849800e-01;5.15135589e-01;5.91881298e-01;6.60238272e-01;7.19900572e-01;7.71040438e-01;8.14191395e-01;8.50117494e-01;8.79695541e-01;9.03823595e-01;9.23358548e-01;9.39079308e-01;9.51669636e-01;9.61714462e-01;9.69704521e-01;9.76045457e-01;9.81068773e-01;9.85043014e-01;9.88184248e-01;9.90665412e-01;9.92624358e-01;9.94170631e-01;9.95391068e-01;9.96354385e-01;9.97114879e-01;9.97715413e-01;9.98189798e-01;9.98564692e-01;9.98861107e-01;9.99095600e-01;9.99281219e-01;9.99428249e-01;9.99544794e-01;9.99637245e-01;9.99710642e-01;9.99768961e-01;9.99815340e-01;9.99852258e-01;9.99881673e-01;9.99905132e-01;9.99923861e-01;9.99938829e-01;9.99950803e-01;9.99960393e-01;9.99968082e-01;9.99974253e-01;9.99979212e-01;9.99983200e-01;9.99986412e-01;9.99989000e-01;9.99991089e-01;9.99992776e-01;9.99994140e-01;9.99995244e-01;9.99996138e-01;9.99996862e-01;9.99997450e-01;9.99997927e-01;9.99998315e-01;9.99998629e-01;9.99998885e-01;9.99999094e-01;9.99999263e-01;9.99999401e-01;9.99999513e-01;9.99999605e-01;9.99999679e-01;9.99999739e-01;9.99999789e-01;9.99999829e-01;9.99999861e-01;9.99999888e-01;9.99999909e-01;9.99999927e-01;9.99999941e-01;9.99999952e-01;9.99999962e-01;9.99999969e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.35449993e-02;1.97427214e+00;3.83500442e-02
4.94522583e-02;1.48275364e-01;2.46026566e-01;3.41123035e-01;4.31730378e-01;5.16115294e-01;5.92914249e-01;6.61282342e-01;7.20920659e-01;7.72010025e-01;8.15092589e-01;8.50940061e-01;8.80435412e-01;9.04481275e-01;9.23937654e-01;9.39585375e-01;9.52109205e-01;9.62094429e-01;9.70031701e-01;9.76326314e-01;9.81309268e-01;9.85248535e-01;9.88359597e-01;9.90814819e-01;9.92751521e-01;9.94278760e-01;9.95482939e-01;9.96432387e-01;9.97181064e-01;9.97771539e-01;9.98237368e-01;9.98604989e-01;9.98895225e-01;9.99124471e-01;9.99305639e-01;9.99448892e-01;9.99562235e-01;9.99651972e-01;9.99723070e-01;9.99779442e-01;9.99824174e-01;9.99859698e-01;9.99887934e-01;9.99910398e-01;9.99928286e-01;9.99942544e-01;9.99953920e-01;9.99963005e-01;9.99970269e-01;9.99976083e-01;9.99980740e-01;9.99984476e-01;9.99987475e-01;9.99989886e-01;9.99991826e-01;9.99993388e-01;9.99994648e-01;9.99995664e-01;9.99996485e-01;9.99997149e-01;9.99997687e-01;9.99998122e-01;9.99998475e-01;9.99998761e-01;9.99998993e-01;9.99999182e-01;9.99999335e-01;9.99999459e-01;9.99999561e-01;9.99999643e-01;9.99999710e-01;9.99999764e-01;9.99999809e-01;9.99999845e-01;9.99999874e-01;9.99999898e-01;9.99999917e-01;9.99999933e-01;9.99999946e-01;9.99999956e-01;9.99999965e-01;9.99999972e-01;9.99999977e-01;9.99999982e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.44231966e-02;1.97890444e+00;3.14767111e-02
4.95468076e-02;1.48556597e-01;2.46481358e-01;3.41727977e-01;4.32453499e-01;5.16919613e-01;5.93762048e-01;6.62139025e-01;7.21757435e-01;7.72805170e-01;8.15831476e-01;8.51614346e-01;8.81041808e-01;9.05020235e-01;9.24412178e-01;9.40000026e-01;9.52469361e-01;9.62405752e-01;9.70299785e-01;9.76556459e-01;9.81506360e-01;9.85416990e-01;9.88503347e-01;9.90937328e-01;9.92855815e-01;9.94367468e-01;9.95558333e-01;9.96496423e-01;9.97235420e-01;9.97817654e-01;9.98276471e-01;9.98638131e-01;9.98923302e-01;9.99148246e-01;9.99325761e-01;9.99465914e-01;9.99576628e-01;9.99664136e-01;9.99733344e-01;9.99788115e-01;9.99831491e-01;9.99865868e-01;9.99893133e-01;9.99914776e-01;9.99931970e-01;9.99945641e-01;9.99956522e-01;9.99965190e-01;9.99972102e-01;9.99977618e-01;9.99982026e-01;9.99985551e-01;9.99988374e-01;9.99990636e-01;9.99992451e-01;9.99993909e-01;9.99995080e-01;9.99996024e-01;9.99996784e-01;9.99997396e-01;9.99997891e-01;9.99998291e-01;9.99998614e-01;9.99998875e-01;9.99999087e-01;9.99999259e-01;9.99999398e-01;9.99999511e-01;9.99999603e-01;9.99999677e-01;9.99999738e-01;9.99999787e-01;9.99999827e-01;9.99999860e-01;9.99999886e-01;9.99999908e-01;9.99999925e-01;9.99999939e-01;9.99999951e-01;9.99999960e-01;9.99999968e-01;9.99999974e-01;9.99999979e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.51477136e-02;1.98271056e+00;2.58195219e-02
4.96244300e-02;1.48787475e-01;2.46854686e-01;3.42224491e-01;4.33046902e-01;5.17579511e-01;5.94457463e-01;6.62841565e-01;7.22443495e-01;7.73456961e-01;8.16437036e-01;8.52166870e-01;8.81538634e-01;9.05461763e-01;9.24800889e-01;9.40339675e-01;9.52764366e-01;9.62660762e-01;9.70519384e-01;9.76744993e-01;9.81667833e-01;9.85555018e-01;9.88621149e-01;9.91037741e-01;9.92941317e-01;9.94440210e-01;9.95620174e-01;9.96548963e-01;9.97280034e-01;9.97855518e-01;9.98308592e-01;9.98665368e-01;9.98946387e-01;9.99167804e-01;9.99342324e-01;9.99479935e-01;9.99588492e-01;9.99674169e-01;9.99741826e-01;9.99795282e-01;9.99837543e-01;9.99870976e-01;9.99897442e-01;9.99918408e-01;9.99935030e-01;9.99948218e-01;9.99958690e-01;9.99967012e-01;9.99973632e-01;9.99978903e-01;9.99983103e-01;9.99986454e-01;9.99989129e-01;9.99991268e-01;9.99992979e-01;9.99994349e-01;9.99995448e-01;9.99996329e-01;9.99997038e-01;9.99997608e-01;9.99998066e-01;9.99998436e-01;9.99998734e-01;9.99998974e-01;9.99999169e-01;9.99999326e-01;9.99999453e-01;9.99999556e-01;9.99999640e-01;9.99999708e-01;9.99999763e-01;9.99999807e-01;9.99999844e-01;9.99999873e-01;9.99999897e-01;9.99999916e-01;9.99999932e-01;9.99999945e-01;9.99999955e-01;9.99999964e-01;9.99999971e-01;9.99999976e-01;9.99999981e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.57445226e-02;1.98583535e+00;2.11684964e-02
4.96881144e-02;1.48976891e-01;2.47160948e-01;3.42631763e-01;4.33533578e-01;5.18120629e-01;5.95027599e-01;6.63417434e-01;7.23005752e-01;7.73991040e-01;8.16933157e-01;8.52619480e-01;8.81945572e-01;9.05823378e-01;9.25119226e-01;9.40617821e-01;9.53005949e-01;9.62869594e-01;9.70699225e-01;9.76899402e-01;9.81800089e-01;9.85668083e-01;9.88717660e-01;9.91120018e-01;9.93011389e-01;9.94499837e-01;9.95670877e-01;9.96592052e-01;9.97316633e-01;9.97886590e-01;9.98334960e-01;9.98687736e-01;9.98965353e-01;9.99183881e-01;9.99355946e-01;9.99491473e-01;9.99598260e-01;9.99682436e-01;9.99748819e-01;9.99801195e-01;9.99842541e-01;9.99875198e-01;9.99901006e-01;9.99921416e-01;9.99937567e-01;9.99950356e-01;9.99960491e-01;9.99968528e-01;9.99974908e-01;9.99979975e-01;9.99984004e-01;9.99987210e-01;9.99989763e-01;9.99991799e-01;9.99993423e-01;9.99994721e-01;9.99995758e-01;9.99996588e-01;9.99997254e-01;9.99997787e-01;9.99998216e-01;9.99998560e-01;9.99998837e-01;9.99999060e-01;9.99999239e-01;9.99999384e-01;9.99999502e-01;9.99999596e-01;9.99999673e-01;9.99999734e-01;9.99999785e-01;9.99999825e-01;9.99999858e-01;9.99999885e-01;9.99999907e-01;9.99999924e-01;9.99999938e-01;9.99999950e-01;9.99999959e-01;9.99999967e-01;9.99999973e-01;9.99999978e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.62355133e-02;1.98839909e+00;1.73481808e-02
4.97403354e-02;1.49132209e-01;2.47412063e-01;3.42965668e-01;4.33932534e-01;5.18564153e-01;5.95494836e-01;6.63889296e-01;7.23466391e-01;7.74428533e-01;8.17339505e-01;8.52990149e-01;8.82278809e-01;9.06119478e-01;9.25379876e-01;9.40845557e-01;9.53203747e-01;9.63040578e-01;9.70846476e-01;9.77025837e-01;9.81908392e-01;9.85760679e-01;9.88796706e-01;9.91187415e-01;9.93068797e-01;9.94548696e-01;9.95712432e-01;9.96627375e-01;9.97346644e-01;9.97912076e-01;9.98356595e-01;9.98706094e-01;9.98980926e-01;9.99197087e-01;9.99367140e-01;9.99500959e-01;9.99606295e-01;9.99689240e-01;9.99754579e-01;9.99806068e-01;9.99846663e-01;9.99878682e-01;9.99903951e-01;9.99923903e-01;9.99939666e-01;9.99952127e-01;9.99961984e-01;9.99969787e-01;9.99975968e-01;9.99980867e-01;9.99984754e-01;9.99987840e-01;9.99990292e-01;9.99992243e-01;9.99993796e-01;9.99995033e-01;9.99996019e-01;9.99996807e-01;9.99997436e-01;9.99997939e-01;9.99998343e-01;9.99998666e-01;9.99998925e-01;9.99999133e-01;9.99999300e-01;9.99999435e-01;9.99999543e-01;9.99999630e-01;9.99999701e-01;9.99999758e-01;9.99999804e-01;9.99999841e-01;9.99999871e-01;9.99999895e-01;9.99999915e-01;9.99999931e-01;9.99999944e-01;9.99999955e-01;9.99999963e-01;9.99999970e-01;9.99999976e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.66390297e-02;1.99050138e+00;1.42125549e-02
4.97831377e-02;1.49259512e-01;2.47617872e-01;3.43239309e-01;4.34259455e-01;5.18927552e-01;5.95877617e-01;6.64275817e-01;7.23843673e-01;7.74786816e-01;8.17672247e-01;8.53293648e-01;8.82551639e-01;9.06361889e-01;9.25593257e-01;9.41031988e-01;9.53365669e-01;9.63180552e-01;9.70967025e-01;9.77129347e-01;9.81997064e-01;9.85836497e-01;9.88861436e-01;9.91242612e-01;9.93115819e-01;9.94588722e-01;9.95746481e-01;9.96656322e-01;9.97371243e-01;9.97932971e-01;9.98374337e-01;9.98721154e-01;9.98993706e-01;9.99207927e-01;9.99376333e-01;9.99508752e-01;9.99612900e-01;9.99694836e-01;9.99759318e-01;9.99810081e-01;9.99850058e-01;9.99881555e-01;9.99906380e-01;9.99925956e-01;9.99941401e-01;9.99953592e-01;9.99963221e-01;9.99970830e-01;9.99976847e-01;9.99981608e-01;9.99985378e-01;9.99988365e-01;9.99990734e-01;9.99992614e-01;9.99994107e-01;9.99995294e-01;9.99996238e-01;9.99996990e-01;9.99997590e-01;9.99998068e-01;9.99998450e-01;9.99998755e-01;9.99998999e-01;9.99999195e-01;9.99999352e-01;9.99999477e-01;9.99999579e-01;9.99999660e-01;9.99999725e-01;9.99999778e-01;9.99999820e-01;9.99999855e-01;9.99999882e-01;9.99999905e-01;9.99999923e-01;9.99999937e-01;9.99999949e-01;9.99999959e-01;9.99999967e-01;9.99999973e-01;9.99999978e-01;9.99999982e-01;9.99999986e-01;9.99999988e-01;9.99999991e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.69703748e-02;1.99222452e+00;1.16404846e-02
4.98182075e-02;1.49363815e-01;2.47786491e-01;3.43463490e-01;4.34527262e-01;5.19225214e-01;5.96191123e-01;6.64592353e-01;7.24152611e-01;7.75080169e-01;8.17944666e-01;8.53542107e-01;8.82774977e-01;9.06560319e-01;9.25767917e-01;9.41184587e-01;9.53498206e-01;9.63295124e-01;9.71065699e-01;9.77214079e-01;9.82069653e-01;9.85898567e-01;9.88914433e-01;9.91287808e-01;9.93154326e-01;9.94621504e-01;9.95774371e-01;9.96680038e-01;9.97391400e-01;9.97950097e-01;9.98388883e-01;9.98733504e-01;9.99004188e-01;9.99216821e-01;9.99383878e-01;9.99515151e-01;9.99618325e-01;9.99699434e-01;9.99763214e-01;9.99813381e-01;9.99852853e-01;9.99883920e-01;9.99908382e-01;9.99927649e-01;9.99942832e-01;9.99954802e-01;9.99964243e-01;9.99971693e-01;9.99977575e-01;9.99982222e-01;9.99985896e-01;9.99988801e-01;9.99991101e-01;9.99992923e-01;9.99994367e-01;9.99995512e-01;9.99996422e-01;9.99997144e-01;9.99997719e-01;9.99998176e-01;9.99998540e-01;9.99998830e-01;9.99999062e-01;9.99999247e-01;9.99999395e-01;9.99999514e-01;9.99999609e-01;9.99999685e-01;9.99999746e-01;9.99999795e-01;9.99999835e-01;9.99999867e-01;9.99999892e-01;9.99999913e-01;9.99999929e-01;9.99999943e-01;9.99999954e-01;9.99999963e-01;9.99999970e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.72422679e-02;1.99363637e+00;9.53174272e-03
