A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 1.00000000e+00
beta = 0.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

5.81798477e-03;2.32078954e-02;5.11457934e-02;8.62579994e-02;1.26330503e-01;1.69835249e-01;2.15618190e-01;2.62766321e-01;3.10537301e-01;3.58317747e-01;4.05596718e-01;4.51947971e-01;4.97017576e-01;5.40514866e-01;5.82205496e-01;6.21905822e-01;6.59478076e-01;6.94826016e-01;7.27890837e-01;7.58647237e-01;7.87099576e-01;8.13278111e-01;8.37235331e-01;8.59042402e-01;8.78785780e-01;8.96564006e-01;9.12484733e-01;9.26661994e-01;9.39213752e-01;9.50259723e-01;9.59919480e-01;9.68310847e-01;9.75548549e-01;9.81743132e-01;9.87000100e-01;9.91419283e-01;9.95094386e-01;9.98112710e-01;1.00055502e+00;1.00249552e+00;1.00400198e+00;1.00513587e+00;1.00595260e+00;1.00650185e+00;1.00682785e+00;1.00696976e+00;1.00696199e+00;1.00683464e+00;1.00661379e+00;1.00632190e+00;1.00597816e+00;1.00559881e+00;1.00519744e+00;1.00478533e+00;1.00437169e+00;1.00396392e+00;1.00356786e+00;1.00318799e+00;1.00282762e+00;1.00248909e+00;1.00217389e+00;1.00188283e+00;1.00161614e+00;1.00137360e+00;1.00115463e+00;1.00095835e+00;1.00078367e+00;1.00062936e+00;1.00049407e+00;1.00037641e+00;1.00027494e+00;1.00018825e+00;1.00011495e+00;1.00005370e+00;1.00000320e+00;9.99962236e-01;9.99929678e-01;9.99904464e-01;9.99885621e-01;9.99872262e-01;9.99863579e-01;9.99858849e-01;9.99857424e-01;9.99858733e-01;9.99862273e-01;9.99867607e-01;9.99874357e-01;9.99882203e-01;9.99890874e-01;9.99900145e-01;9.99909832e-01;9.99919787e-01;9.99929894e-01;9.99940065e-01;9.99950236e-01;9.99960362e-01;9.99970413e-01;9.99980374e-01;9.99990237e-01;1.00000000e+00;1.00000000e+00;-1.27289599e+00;-7.49987779e-01;2.24496123e-04
5.81806535e-03;2.32082088e-02;5.11464696e-02;8.62591150e-02;1.26332100e-01;1.69837349e-01;2.15620793e-01;2.62769416e-01;3.10540866e-01;3.58321750e-01;4.05601120e-01;4.51952731e-01;4.97022646e-01;5.40520197e-01;5.82211037e-01;6.21911524e-01;6.59483890e-01;6.94831894e-01;7.27896735e-01;7.58653113e-01;7.87105391e-01;8.13283832e-01;8.37240925e-01;8.59047844e-01;8.78791046e-01;8.96569078e-01;9.12489595e-01;9.26666635e-01;9.39218164e-01;9.50263900e-01;9.59923419e-01;9.68314548e-01;9.75552014e-01;9.81746364e-01;9.87003105e-01;9.91422067e-01;9.95096956e-01;9.98115075e-01;1.00055719e+00;1.00249751e+00;1.00400379e+00;1.00513751e+00;1.00595408e+00;1.00650319e+00;1.00682905e+00;1.00697083e+00;1.00696295e+00;1.00683549e+00;1.00661454e+00;1.00632256e+00;1.00597873e+00;1.00559930e+00;1.00519786e+00;1.00478569e+00;1.00437199e+00;1.00396417e+00;1.00356807e+00;1.00318816e+00;1.00282775e+00;1.00248919e+00;1.00217396e+00;1.00188287e+00;1.00161617e+00;1.00137361e+00;1.00115463e+00;1.00095833e+00;1.00078364e+00;1.00062932e+00;1.00049403e+00;1.00037635e+00;1.00027488e+00;1.00018820e+00;1.00011490e+00;1.00005364e+00;1.00000314e+00;9.99962177e-01;9.99929620e-01;9.99904408e-01;9.99885567e-01;9.99872210e-01;9.99863530e-01;9.99858802e-01;9.99857381e-01;9.99858693e-01;9.99862236e-01;9.99867572e-01;9.99874325e-01;9.99882174e-01;9.99890848e-01;9.99900122e-01;9.99909811e-01;9.99919768e-01;9.99929878e-01;9.99940052e-01;9.99950226e-01;9.99960353e-01;9.99970407e-01;9.99980370e-01;9.99990235e-01;1.00000000e+00;1.00000000e+00;-1.27291536e+00;-7.50005561e-01;1.71130310e-04
5.81812674e-03;2.32084476e-02;5.11469848e-02;8.62599649e-02;1.26333318e-01;1.69838948e-01;2.15622777e-01;2.62771775e-01;3.10543582e-01;3.58324800e-01;4.05604476e-01;4.51956358e-01;4.97026510e-01;5.40524259e-01;5.82215261e-01;6.21915870e-01;6.59488322e-01;6.94836376e-01;7.27901231e-01;7.58657593e-01;7.87109826e-01;8.13288194e-01;8.37245192e-01;8.59051994e-01;8.78795064e-01;8.96572948e-01;9.12493306e-01;9.26670177e-01;9.39221532e-01;9.50267088e-01;9.59926427e-01;9.68317374e-01;9.75554661e-01;9.81748834e-01;9.87005402e-01;9.91424196e-01;9.95098923e-01;9.98116886e-01;1.00055885e+00;1.00249903e+00;1.00400518e+00;1.00513877e+00;1.00595522e+00;1.00650422e+00;1.00682998e+00;1.00697166e+00;1.00696369e+00;1.00683614e+00;1.00661512e+00;1.00632307e+00;1.00597918e+00;1.00559969e+00;1.00519819e+00;1.00478597e+00;1.00437223e+00;1.00396437e+00;1.00356823e+00;1.00318829e+00;1.00282786e+00;1.00248927e+00;1.00217402e+00;1.00188292e+00;1.00161619e+00;1.00137362e+00;1.00115462e+00;1.00095832e+00;1.00078362e+00;1.00062929e+00;1.00049399e+00;1.00037632e+00;1.00027484e+00;1.00018815e+00;1.00011485e+00;1.00005359e+00;1.00000309e+00;9.99962132e-01;9.99929575e-01;9.99904364e-01;9.99885525e-01;9.99872169e-01;9.99863491e-01;9.99858765e-01;9.99857346e-01;9.99858660e-01;9.99862205e-01;9.99867544e-01;9.99874300e-01;9.99882151e-01;9.99890827e-01;9.99900102e-01;9.99909794e-01;9.99919753e-01;9.99929865e-01;9.99940041e-01;9.99950216e-01;9.99960346e-01;9.99970402e-01;9.99980366e-01;9.99990233e-01;1.00000000e+00;1.00000000e+00;-1.27293012e+00;-7.50019103e-01;1.30482134e-04
5.81817353e-03;2.32086295e-02;5.11473774e-02;8.62606128e-02;1.26334246e-01;1.69840168e-01;2.15624289e-01;2.62773573e-01;3.10545653e-01;3.58327126e-01;4.05607033e-01;4.51959123e-01;4.97029455e-01;5.40527356e-01;5.82218481e-01;6.21919184e-01;6.59491701e-01;6.94839793e-01;7.27904660e-01;7.58661009e-01;7.87113207e-01;8.13291521e-01;8.37248446e-01;8.59055161e-01;8.78798128e-01;8.96575901e-01;9.12496137e-01;9.26672881e-01;9.39224102e-01;9.50269523e-01;9.59928724e-01;9.68319533e-01;9.75556683e-01;9.81750722e-01;9.87007158e-01;9.91425824e-01;9.95100427e-01;9.98118272e-01;1.00056012e+00;1.00250019e+00;1.00400624e+00;1.00513973e+00;1.00595610e+00;1.00650500e+00;1.00683068e+00;1.00697229e+00;1.00696425e+00;1.00683665e+00;1.00661556e+00;1.00632346e+00;1.00597952e+00;1.00559998e+00;1.00519845e+00;1.00478619e+00;1.00437242e+00;1.00396453e+00;1.00356836e+00;1.00318839e+00;1.00282794e+00;1.00248934e+00;1.00217407e+00;1.00188295e+00;1.00161621e+00;1.00137363e+00;1.00115462e+00;1.00095831e+00;1.00078361e+00;1.00062927e+00;1.00049397e+00;1.00037629e+00;1.00027481e+00;1.00018812e+00;1.00011482e+00;1.00005356e+00;1.00000306e+00;9.99962097e-01;9.99929541e-01;9.99904330e-01;9.99885492e-01;9.99872138e-01;9.99863461e-01;9.99858737e-01;9.99857319e-01;9.99858634e-01;9.99862181e-01;9.99867522e-01;9.99874279e-01;9.99882132e-01;9.99890809e-01;9.99900087e-01;9.99909780e-01;9.99919741e-01;9.99929855e-01;9.99940032e-01;9.99950209e-01;9.99960340e-01;9.99970397e-01;9.99980363e-01;9.99990231e-01;1.00000000e+00;1.00000000e+00;-1.27294137e+00;-7.50029420e-01;9.95088170e-05
5.81820920e-03;2.32087683e-02;5.11476768e-02;8.62611067e-02;1.26334953e-01;1.69841097e-01;2.15625442e-01;2.62774944e-01;3.10547231e-01;3.58328899e-01;4.05608984e-01;4.51961231e-01;4.97031701e-01;5.40529718e-01;5.82220936e-01;6.21921711e-01;6.59494278e-01;6.94842399e-01;7.27907275e-01;7.58663615e-01;7.87115787e-01;8.13294059e-01;8.37250929e-01;8.59057576e-01;8.78800467e-01;8.96578153e-01;9.12498298e-01;9.26674944e-01;9.39226064e-01;9.50271381e-01;9.59930478e-01;9.68321182e-01;9.75558228e-01;9.81752164e-01;9.87008499e-01;9.91427068e-01;9.95101577e-01;9.98119331e-01;1.00056109e+00;1.00250108e+00;1.00400705e+00;1.00514047e+00;1.00595677e+00;1.00650561e+00;1.00683123e+00;1.00697278e+00;1.00696469e+00;1.00683703e+00;1.00661590e+00;1.00632376e+00;1.00597978e+00;1.00560021e+00;1.00519865e+00;1.00478636e+00;1.00437256e+00;1.00396465e+00;1.00356846e+00;1.00318848e+00;1.00282801e+00;1.00248939e+00;1.00217411e+00;1.00188298e+00;1.00161623e+00;1.00137364e+00;1.00115463e+00;1.00095831e+00;1.00078360e+00;1.00062926e+00;1.00049395e+00;1.00037627e+00;1.00027479e+00;1.00018810e+00;1.00011479e+00;1.00005353e+00;1.00000303e+00;9.99962071e-01;9.99929515e-01;9.99904305e-01;9.99885467e-01;9.99872113e-01;9.99863437e-01;9.99858714e-01;9.99857297e-01;9.99858614e-01;9.99862162e-01;9.99867504e-01;9.99874263e-01;9.99882117e-01;9.99890796e-01;9.99900074e-01;9.99909769e-01;9.99919731e-01;9.99929846e-01;9.99940025e-01;9.99950203e-01;9.99960336e-01;9.99970394e-01;9.99980361e-01;9.99990230e-01;1.00000000e+00;1.00000000e+00;-1.27294994e+00;-7.50037284e-01;7.59001121e-05
5.81823640e-03;2.32088740e-02;5.11479051e-02;8.62614833e-02;1.26335493e-01;1.69841806e-01;2.15626321e-01;2.62775989e-01;3.10548435e-01;3.58330251e-01;4.05610471e-01;4.51962839e-01;4.97033414e-01;5.40531519e-01;5.82222809e-01;6.21923639e-01;6.59496244e-01;6.94844386e-01;7.27909270e-01;7.58665603e-01;7.87117755e-01;8.13295995e-01;8.37252823e-01;8.59059419e-01;8.78802251e-01;8.96579873e-01;9.12499947e-01;9.26676519e-01;9.39227562e-01;9.50272800e-01;9.59931816e-01;9.68322441e-01;9.75559408e-01;9.81753265e-01;9.87009524e-01;9.91428019e-01;9.95102456e-01;9.98120141e-01;1.00056184e+00;1.00250176e+00;1.00400767e+00;1.00514104e+00;1.00595728e+00;1.00650607e+00;1.00683165e+00;1.00697315e+00;1.00696502e+00;1.00683733e+00;1.00661617e+00;1.00632399e+00;1.00597999e+00;1.00560039e+00;1.00519880e+00;1.00478649e+00;1.00437267e+00;1.00396474e+00;1.00356854e+00;1.00318854e+00;1.00282806e+00;1.00248943e+00;1.00217414e+00;1.00188300e+00;1.00161624e+00;1.00137365e+00;1.00115463e+00;1.00095831e+00;1.00078359e+00;1.00062925e+00;1.00049394e+00;1.00037625e+00;1.00027477e+00;1.00018808e+00;1.00011477e+00;1.00005351e+00;1.00000301e+00;9.99962051e-01;9.99929495e-01;9.99904285e-01;9.99885448e-01;9.99872095e-01;9.99863419e-01;9.99858697e-01;9.99857281e-01;9.99858599e-01;9.99862148e-01;9.99867490e-01;9.99874250e-01;9.99882105e-01;9.99890785e-01;9.99900065e-01;9.99909760e-01;9.99919724e-01;9.99929839e-01;9.99940019e-01;9.99950198e-01;9.99960332e-01;9.99970391e-01;9.99980359e-01;9.99990229e-01;1.00000000e+00;1.00000000e+00;-1.27295648e+00;-7.50043279e-01;5.79003669e-05
5.81825714e-03;2.32089547e-02;5.11480792e-02;8.62617705e-02;1.26335904e-01;1.69842347e-01;2.15626992e-01;2.62776786e-01;3.10549354e-01;3.58331282e-01;4.05611605e-01;4.51964066e-01;4.97034720e-01;5.40532893e-01;5.82224238e-01;6.21925109e-01;6.59497743e-01;6.94845903e-01;7.27910792e-01;7.58667120e-01;7.87119256e-01;8.13297472e-01;8.37254268e-01;8.59060826e-01;8.78803613e-01;8.96581185e-01;9.12501205e-01;9.26677721e-01;9.39228705e-01;9.50273883e-01;9.59932839e-01;9.68323402e-01;9.75560308e-01;9.81754106e-01;9.87010307e-01;9.91428745e-01;9.95103128e-01;9.98120760e-01;1.00056241e+00;1.00250228e+00;1.00400815e+00;1.00514147e+00;1.00595767e+00;1.00650643e+00;1.00683197e+00;1.00697344e+00;1.00696528e+00;1.00683756e+00;1.00661637e+00;1.00632417e+00;1.00598014e+00;1.00560053e+00;1.00519892e+00;1.00478660e+00;1.00437276e+00;1.00396482e+00;1.00356860e+00;1.00318859e+00;1.00282810e+00;1.00248946e+00;1.00217416e+00;1.00188302e+00;1.00161626e+00;1.00137366e+00;1.00115463e+00;1.00095830e+00;1.00078359e+00;1.00062924e+00;1.00049393e+00;1.00037624e+00;1.00027476e+00;1.00018806e+00;1.00011476e+00;1.00005350e+00;1.00000299e+00;9.99962035e-01;9.99929479e-01;9.99904270e-01;9.99885433e-01;9.99872080e-01;9.99863405e-01;9.99858684e-01;9.99857268e-01;9.99858587e-01;9.99862136e-01;9.99867480e-01;9.99874240e-01;9.99882096e-01;9.99890777e-01;9.99900057e-01;9.99909754e-01;9.99919718e-01;9.99929834e-01;9.99940015e-01;9.99950195e-01;9.99960329e-01;9.99970389e-01;9.99980358e-01;9.99990229e-01;1.00000000e+00;1.00000000e+00;-1.27296146e+00;-7.50047850e-01;4.41740608e-05
5.81827297e-03;2.32090163e-02;5.11482120e-02;8.62619896e-02;1.26336218e-01;1.69842760e-01;2.15627503e-01;2.62777395e-01;3.10550054e-01;3.58332068e-01;4.05612471e-01;4.51965001e-01;4.97035717e-01;5.40533942e-01;5.82225328e-01;6.21926231e-01;6.59498887e-01;6.94847060e-01;7.27911953e-01;7.58668277e-01;7.87120402e-01;8.13298600e-01;8.37255371e-01;8.59061899e-01;8.78804652e-01;8.96582186e-01;9.12502165e-01;9.26678638e-01;9.39229578e-01;9.50274710e-01;9.59933619e-01;9.68324136e-01;9.75560996e-01;9.81754749e-01;9.87010905e-01;9.91429300e-01;9.95103641e-01;9.98121234e-01;1.00056284e+00;1.00250268e+00;1.00400851e+00;1.00514180e+00;1.00595797e+00;1.00650670e+00;1.00683221e+00;1.00697366e+00;1.00696548e+00;1.00683773e+00;1.00661652e+00;1.00632431e+00;1.00598026e+00;1.00560063e+00;1.00519901e+00;1.00478668e+00;1.00437283e+00;1.00396488e+00;1.00356865e+00;1.00318863e+00;1.00282813e+00;1.00248949e+00;1.00217418e+00;1.00188303e+00;1.00161627e+00;1.00137366e+00;1.00115463e+00;1.00095830e+00;1.00078359e+00;1.00062924e+00;1.00049392e+00;1.00037624e+00;1.00027475e+00;1.00018805e+00;1.00011475e+00;1.00005349e+00;1.00000298e+00;9.99962024e-01;9.99929468e-01;9.99904258e-01;9.99885422e-01;9.99872069e-01;9.99863395e-01;9.99858674e-01;9.99857259e-01;9.99858578e-01;9.99862128e-01;9.99867472e-01;9.99874233e-01;9.99882089e-01;9.99890770e-01;9.99900052e-01;9.99909748e-01;9.99919713e-01;9.99929830e-01;9.99940011e-01;9.99950192e-01;9.99960327e-01;9.99970387e-01;9.99980357e-01;9.99990228e-01;1.00000000e+00;1.00000000e+00;-1.27296527e+00;-7.50051336e-01;3.37048942e-05
5.81828504e-03;2.32090632e-02;5.11483133e-02;8.62621568e-02;1.26336457e-01;1.69843074e-01;2.15627893e-01;2.62777859e-01;3.10550589e-01;3.58332669e-01;4.05613131e-01;4.51965715e-01;4.97036477e-01;5.40534741e-01;5.82226159e-01;6.21927087e-01;6.59499760e-01;6.94847942e-01;7.27912839e-01;7.58669160e-01;7.87121276e-01;8.13299460e-01;8.37256213e-01;8.59062718e-01;8.78805445e-01;8.96582950e-01;9.12502899e-01;9.26679338e-01;9.39230244e-01;9.50275341e-01;9.59934215e-01;9.68324696e-01;9.75561521e-01;9.81755239e-01;9.87011362e-01;9.91429724e-01;9.95104033e-01;9.98121595e-01;1.00056317e+00;1.00250299e+00;1.00400879e+00;1.00514205e+00;1.00595820e+00;1.00650691e+00;1.00683240e+00;1.00697383e+00;1.00696563e+00;1.00683787e+00;1.00661664e+00;1.00632441e+00;1.00598036e+00;1.00560071e+00;1.00519908e+00;1.00478674e+00;1.00437288e+00;1.00396492e+00;1.00356869e+00;1.00318866e+00;1.00282816e+00;1.00248950e+00;1.00217420e+00;1.00188304e+00;1.00161627e+00;1.00137367e+00;1.00115464e+00;1.00095830e+00;1.00078358e+00;1.00062924e+00;1.00049392e+00;1.00037623e+00;1.00027475e+00;1.00018805e+00;1.00011474e+00;1.00005348e+00;1.00000298e+00;9.99962015e-01;9.99929459e-01;9.99904250e-01;9.99885414e-01;9.99872061e-01;9.99863387e-01;9.99858666e-01;9.99857251e-01;9.99858571e-01;9.99862121e-01;9.99867466e-01;9.99874227e-01;9.99882084e-01;9.99890766e-01;9.99900047e-01;9.99909744e-01;9.99919710e-01;9.99929827e-01;9.99940009e-01;9.99950190e-01;9.99960325e-01;9.99970386e-01;9.99980356e-01;9.99990228e-01;1.00000000e+00;1.00000000e+00;-1.27296817e+00;-7.50053995e-01;2.57187722e-05
5.81829425e-03;2.32090990e-02;5.11483906e-02;8.62622843e-02;1.26336640e-01;1.69843314e-01;2.15628191e-01;2.62778213e-01;3.10550996e-01;3.58333127e-01;4.05613635e-01;4.51966260e-01;4.97037058e-01;5.40535352e-01;5.82226794e-01;6.21927740e-01;6.59500426e-01;6.94848616e-01;7.27913515e-01;7.58669833e-01;7.87121943e-01;8.13300116e-01;8.37256855e-01;8.59063343e-01;8.78806050e-01;8.96583533e-01;9.12503458e-01;9.26679873e-01;9.39230752e-01;9.50275823e-01;9.59934670e-01;9.68325124e-01;9.75561922e-01;9.81755614e-01;9.87011711e-01;9.91430047e-01;9.95104333e-01;9.98121871e-01;1.00056343e+00;1.00250322e+00;1.00400900e+00;1.00514225e+00;1.00595838e+00;1.00650707e+00;1.00683254e+00;1.00697396e+00;1.00696574e+00;1.00683797e+00;1.00661673e+00;1.00632449e+00;1.00598043e+00;1.00560077e+00;1.00519914e+00;1.00478678e+00;1.00437292e+00;1.00396495e+00;1.00356872e+00;1.00318868e+00;1.00282818e+00;1.00248952e+00;1.00217421e+00;1.00188305e+00;1.00161628e+00;1.00137367e+00;1.00115464e+00;1.00095830e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037623e+00;1.00027474e+00;1.00018804e+00;1.00011473e+00;1.00005347e+00;1.00000297e+00;9.99962009e-01;9.99929453e-01;9.99904243e-01;9.99885407e-01;9.99872055e-01;9.99863381e-01;9.99858660e-01;9.99857246e-01;9.99858565e-01;9.99862116e-01;9.99867461e-01;9.99874223e-01;9.99882080e-01;9.99890762e-01;9.99900044e-01;9.99909741e-01;9.99919707e-01;9.99929825e-01;9.99940007e-01;9.99950188e-01;9.99960324e-01;9.99970385e-01;9.99980355e-01;9.99990227e-01;1.00000000e+00;1.00000000e+00;-1.27297038e+00;-7.50056024e-01;1.96260795e-05
5.81830127e-03;2.32091264e-02;5.11484495e-02;8.62623816e-02;1.26336780e-01;1.69843498e-01;2.15628418e-01;2.62778483e-01;3.10551308e-01;3.58333476e-01;4.05614019e-01;4.51966675e-01;4.97037500e-01;5.40535817e-01;5.82227278e-01;6.21928238e-01;6.59500934e-01;6.94849130e-01;7.27914031e-01;7.58670347e-01;7.87122452e-01;8.13300617e-01;8.37257345e-01;8.59063820e-01;8.78806512e-01;8.96583979e-01;9.12503885e-01;9.26680281e-01;9.39231140e-01;9.50276191e-01;9.59935017e-01;9.68325451e-01;9.75562228e-01;9.81755900e-01;9.87011977e-01;9.91430295e-01;9.95104561e-01;9.98122082e-01;1.00056362e+00;1.00250340e+00;1.00400916e+00;1.00514240e+00;1.00595851e+00;1.00650719e+00;1.00683265e+00;1.00697406e+00;1.00696583e+00;1.00683805e+00;1.00661680e+00;1.00632455e+00;1.00598048e+00;1.00560082e+00;1.00519918e+00;1.00478682e+00;1.00437295e+00;1.00396498e+00;1.00356874e+00;1.00318870e+00;1.00282819e+00;1.00248953e+00;1.00217422e+00;1.00188306e+00;1.00161629e+00;1.00137368e+00;1.00115464e+00;1.00095830e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037622e+00;1.00027474e+00;1.00018804e+00;1.00011473e+00;1.00005347e+00;1.00000296e+00;9.99962004e-01;9.99929448e-01;9.99904238e-01;9.99885402e-01;9.99872050e-01;9.99863376e-01;9.99858656e-01;9.99857242e-01;9.99858561e-01;9.99862112e-01;9.99867457e-01;9.99874219e-01;9.99882077e-01;9.99890759e-01;9.99900041e-01;9.99909739e-01;9.99919705e-01;9.99929823e-01;9.99940005e-01;9.99950187e-01;9.99960323e-01;9.99970384e-01;9.99980355e-01;9.99990227e-01;1.00000000e+00;1.00000000e+00;-1.27297207e+00;-7.50057572e-01;1.49775291e-05
5.81830663e-03;2.32091472e-02;5.11484945e-02;8.62624559e-02;1.26336886e-01;1.69843637e-01;2.15628592e-01;2.62778689e-01;3.10551545e-01;3.58333743e-01;4.05614312e-01;4.51966993e-01;4.97037838e-01;5.40536173e-01;5.82227647e-01;6.21928618e-01;6.59501322e-01;6.94849522e-01;7.27914425e-01;7.58670740e-01;7.87122840e-01;8.13300999e-01;8.37257719e-01;8.59064184e-01;8.78806865e-01;8.96584318e-01;9.12504211e-01;9.26680592e-01;9.39231437e-01;9.50276471e-01;9.59935282e-01;9.68325700e-01;9.75562462e-01;9.81756118e-01;9.87012180e-01;9.91430483e-01;9.95104736e-01;9.98122243e-01;1.00056377e+00;1.00250353e+00;1.00400929e+00;1.00514251e+00;1.00595862e+00;1.00650728e+00;1.00683273e+00;1.00697413e+00;1.00696590e+00;1.00683811e+00;1.00661686e+00;1.00632460e+00;1.00598052e+00;1.00560086e+00;1.00519921e+00;1.00478685e+00;1.00437297e+00;1.00396500e+00;1.00356875e+00;1.00318872e+00;1.00282820e+00;1.00248954e+00;1.00217423e+00;1.00188306e+00;1.00161629e+00;1.00137368e+00;1.00115464e+00;1.00095830e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037622e+00;1.00027473e+00;1.00018803e+00;1.00011473e+00;1.00005346e+00;1.00000296e+00;9.99962000e-01;9.99929444e-01;9.99904235e-01;9.99885399e-01;9.99872047e-01;9.99863373e-01;9.99858652e-01;9.99857238e-01;9.99858558e-01;9.99862110e-01;9.99867455e-01;9.99874217e-01;9.99882074e-01;9.99890757e-01;9.99900039e-01;9.99909737e-01;9.99919703e-01;9.99929822e-01;9.99940004e-01;9.99950186e-01;9.99960322e-01;9.99970383e-01;9.99980354e-01;9.99990227e-01;1.00000000e+00;1.00000000e+00;-1.27297336e+00;-7.50058753e-01;1.14304752e-05
5.81831073e-03;2.32091631e-02;5.11485289e-02;8.62625125e-02;1.26336967e-01;1.69843744e-01;2.15628724e-01;2.62778846e-01;3.10551726e-01;3.58333946e-01;4.05614536e-01;4.51967235e-01;4.97038096e-01;5.40536444e-01;5.82227929e-01;6.21928909e-01;6.59501618e-01;6.94849822e-01;7.27914725e-01;7.58671039e-01;7.87123137e-01;8.13301291e-01;8.37258005e-01;8.59064462e-01;8.78807134e-01;8.96584578e-01;9.12504460e-01;9.26680830e-01;9.39231663e-01;9.50276686e-01;9.59935484e-01;9.68325891e-01;9.75562641e-01;9.81756285e-01;9.87012336e-01;9.91430627e-01;9.95104869e-01;9.98122366e-01;1.00056388e+00;1.00250364e+00;1.00400938e+00;1.00514259e+00;1.00595869e+00;1.00650735e+00;1.00683280e+00;1.00697419e+00;1.00696595e+00;1.00683816e+00;1.00661690e+00;1.00632464e+00;1.00598055e+00;1.00560089e+00;1.00519923e+00;1.00478687e+00;1.00437299e+00;1.00396501e+00;1.00356877e+00;1.00318873e+00;1.00282821e+00;1.00248955e+00;1.00217423e+00;1.00188307e+00;1.00161629e+00;1.00137368e+00;1.00115464e+00;1.00095830e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037622e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005346e+00;1.00000296e+00;9.99961997e-01;9.99929441e-01;9.99904232e-01;9.99885396e-01;9.99872044e-01;9.99863370e-01;9.99858650e-01;9.99857236e-01;9.99858556e-01;9.99862107e-01;9.99867453e-01;9.99874215e-01;9.99882073e-01;9.99890755e-01;9.99900038e-01;9.99909736e-01;9.99919702e-01;9.99929821e-01;9.99940003e-01;9.99950185e-01;9.99960321e-01;9.99970383e-01;9.99980354e-01;9.99990227e-01;1.00000000e+00;1.00000000e+00;-1.27297434e+00;-7.50059654e-01;8.72374775e-06
5.81831385e-03;2.32091753e-02;5.11485551e-02;8.62625558e-02;1.26337029e-01;1.69843825e-01;2.15628825e-01;2.62778966e-01;3.10551865e-01;3.58334101e-01;4.05614707e-01;4.51967419e-01;4.97038293e-01;5.40536651e-01;5.82228144e-01;6.21929130e-01;6.59501844e-01;6.94850050e-01;7.27914955e-01;7.58671268e-01;7.87123363e-01;8.13301514e-01;8.37258223e-01;8.59064674e-01;8.78807339e-01;8.96584776e-01;9.12504650e-01;9.26681011e-01;9.39231835e-01;9.50276849e-01;9.59935639e-01;9.68326036e-01;9.75562777e-01;9.81756412e-01;9.87012454e-01;9.91430737e-01;9.95104971e-01;9.98122460e-01;1.00056397e+00;1.00250372e+00;1.00400946e+00;1.00514266e+00;1.00595875e+00;1.00650741e+00;1.00683285e+00;1.00697423e+00;1.00696599e+00;1.00683819e+00;1.00661693e+00;1.00632466e+00;1.00598058e+00;1.00560091e+00;1.00519925e+00;1.00478688e+00;1.00437301e+00;1.00396503e+00;1.00356878e+00;1.00318874e+00;1.00282822e+00;1.00248955e+00;1.00217424e+00;1.00188307e+00;1.00161629e+00;1.00137368e+00;1.00115464e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037622e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005346e+00;1.00000296e+00;9.99961995e-01;9.99929439e-01;9.99904230e-01;9.99885394e-01;9.99872042e-01;9.99863368e-01;9.99858648e-01;9.99857234e-01;9.99858554e-01;9.99862106e-01;9.99867451e-01;9.99874213e-01;9.99882071e-01;9.99890754e-01;9.99900037e-01;9.99909735e-01;9.99919701e-01;9.99929820e-01;9.99940003e-01;9.99950184e-01;9.99960321e-01;9.99970383e-01;9.99980354e-01;9.99990227e-01;1.00000000e+00;1.00000000e+00;-1.27297509e+00;-7.50060342e-01;6.65819571e-06
