A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 1.00000000e+00
r_power = 2
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.36329059e-01;5.64291734e-01;6.58203359e-01;7.28941637e-01;7.85030147e-01;8.30587362e-01;8.67879895e-01;8.98302322e-01;9.22820539e-01;9.42209634e-01;9.57194406e-01;9.68514131e-01;9.76910334e-01;9.83066914e-01;9.87557704e-01;9.90830463e-01;9.93219316e-01;9.94967872e-01;9.96251986e-01;9.97198274e-01;9.97897995e-01;9.98417120e-01;9.98803506e-01;9.99092003e-01;9.99308084e-01;9.99470433e-01;9.99592801e-01;9.99685340e-01;9.99755562e-01;9.99809048e-01;9.99849947e-01;9.99881356e-01;9.99905589e-01;9.99924381e-01;9.99939032e-01;9.99950521e-01;9.99959589e-01;9.99966791e-01;9.99972552e-01;9.99977191e-01;9.99980954e-01;9.99984027e-01;9.99986554e-01;9.99988645e-01;9.99990386e-01;9.99991844e-01;9.99993069e-01;9.99994105e-01;9.99994983e-01;9.99995729e-01;9.99996365e-01;9.99996908e-01;9.99997372e-01;9.99997769e-01;9.99998109e-01;9.99998399e-01;9.99998647e-01;9.99998859e-01;9.99999039e-01;9.99999193e-01;9.99999323e-01;9.99999434e-01;9.99999528e-01;9.99999607e-01;9.99999674e-01;9.99999730e-01;9.99999777e-01;9.99999816e-01;9.99999849e-01;9.99999877e-01;9.99999899e-01;9.99999918e-01;9.99999933e-01;9.99999946e-01;9.99999956e-01;9.99999965e-01;9.99999972e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32186072e+00;-5.20220722e-02;1.24623981e-03
4.36342501e-01;5.64309217e-01;6.58223933e-01;7.28964650e-01;7.85055179e-01;8.30614093e-01;8.67908044e-01;8.98331610e-01;9.22850668e-01;9.42240270e-01;9.57225186e-01;9.68544688e-01;9.76940338e-01;9.83096102e-01;9.87585885e-01;9.90857505e-01;9.93245135e-01;9.94992417e-01;9.96275232e-01;9.97220211e-01;9.97918629e-01;9.98436466e-01;9.98821588e-01;9.99108853e-01;9.99323738e-01;9.99484933e-01;9.99606191e-01;9.99697668e-01;9.99766879e-01;9.99819404e-01;9.99859396e-01;9.99889951e-01;9.99913384e-01;9.99931427e-01;9.99945383e-01;9.99956228e-01;9.99964700e-01;9.99971356e-01;9.99976614e-01;9.99980796e-01;9.99984142e-01;9.99986838e-01;9.99989025e-01;9.99990809e-01;9.99992276e-01;9.99993488e-01;9.99994496e-01;9.99995338e-01;9.99996045e-01;9.99996641e-01;9.99997146e-01;9.99997574e-01;9.99997938e-01;9.99998248e-01;9.99998513e-01;9.99998739e-01;9.99998932e-01;9.99999096e-01;9.99999237e-01;9.99999357e-01;9.99999459e-01;9.99999545e-01;9.99999619e-01;9.99999681e-01;9.99999734e-01;9.99999779e-01;9.99999816e-01;9.99999848e-01;9.99999874e-01;9.99999896e-01;9.99999915e-01;9.99999930e-01;9.99999943e-01;9.99999953e-01;9.99999962e-01;9.99999969e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32190109e+00;-5.20205850e-02;8.33601902e-04
4.36351487e-01;5.64320902e-01;6.58237686e-01;7.28980032e-01;7.85071912e-01;8.30631962e-01;8.67926862e-01;8.98351193e-01;9.22870818e-01;9.42260767e-01;9.57245789e-01;9.68565153e-01;9.76960448e-01;9.83115684e-01;9.87604811e-01;9.90875689e-01;9.93262521e-01;9.95008970e-01;9.96290933e-01;9.97235054e-01;9.97932616e-01;9.98449606e-01;9.98833896e-01;9.99120347e-01;9.99334442e-01;9.99494872e-01;9.99615394e-01;9.99706163e-01;9.99774700e-01;9.99826583e-01;9.99865966e-01;9.99895947e-01;9.99918839e-01;9.99936377e-01;9.99949860e-01;9.99960266e-01;9.99968331e-01;9.99974610e-01;9.99979523e-01;9.99983388e-01;9.99986445e-01;9.99988878e-01;9.99990825e-01;9.99992394e-01;9.99993666e-01;9.99994704e-01;9.99995556e-01;9.99996260e-01;9.99996844e-01;9.99997331e-01;9.99997740e-01;9.99998084e-01;9.99998374e-01;9.99998620e-01;9.99998828e-01;9.99999006e-01;9.99999157e-01;9.99999286e-01;9.99999395e-01;9.99999489e-01;9.99999569e-01;9.99999637e-01;9.99999694e-01;9.99999743e-01;9.99999785e-01;9.99999820e-01;9.99999850e-01;9.99999875e-01;9.99999896e-01;9.99999914e-01;9.99999929e-01;9.99999941e-01;9.99999952e-01;9.99999960e-01;9.99999968e-01;9.99999974e-01;9.99999979e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32192808e+00;-5.20195907e-02;5.58358150e-04
4.36357501e-01;5.64328724e-01;6.58246891e-01;7.28990329e-01;7.85083112e-01;8.30643924e-01;8.67939461e-01;8.98364305e-01;9.22884312e-01;9.42274498e-01;9.57259597e-01;9.68578878e-01;9.76973945e-01;9.83128837e-01;9.87617537e-01;9.90887930e-01;9.93274238e-01;9.95020141e-01;9.96301546e-01;9.97245103e-01;9.97942102e-01;9.98458534e-01;9.98842275e-01;9.99128189e-01;9.99341760e-01;9.99501683e-01;9.99621715e-01;9.99712014e-01;9.99780100e-01;9.99831553e-01;9.99870528e-01;9.99900123e-01;9.99922650e-01;9.99939845e-01;9.99953008e-01;9.99963114e-01;9.99970901e-01;9.99976923e-01;9.99981599e-01;9.99985245e-01;9.99988101e-01;9.99990350e-01;9.99992131e-01;9.99993549e-01;9.99994684e-01;9.99995599e-01;9.99996340e-01;9.99996944e-01;9.99997440e-01;9.99997849e-01;9.99998188e-01;9.99998470e-01;9.99998706e-01;9.99998905e-01;9.99999072e-01;9.99999213e-01;9.99999333e-01;9.99999435e-01;9.99999521e-01;9.99999595e-01;9.99999657e-01;9.99999711e-01;9.99999756e-01;9.99999794e-01;9.99999827e-01;9.99999855e-01;9.99999878e-01;9.99999898e-01;9.99999915e-01;9.99999929e-01;9.99999941e-01;9.99999951e-01;9.99999960e-01;9.99999967e-01;9.99999973e-01;9.99999978e-01;9.99999982e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32194614e+00;-5.20189251e-02;3.74478764e-04
4.36361532e-01;5.64333967e-01;6.58253061e-01;7.28997230e-01;7.85090620e-01;8.30651943e-01;8.67947906e-01;8.98373097e-01;9.22893362e-01;9.42283708e-01;9.57268863e-01;9.68588092e-01;9.76983012e-01;9.83137681e-01;9.87626101e-01;9.90896176e-01;9.93282142e-01;9.95027686e-01;9.96308723e-01;9.97251909e-01;9.97948537e-01;9.98464602e-01;9.98847980e-01;9.99133538e-01;9.99346763e-01;9.99506349e-01;9.99626055e-01;9.99716041e-01;9.99783825e-01;9.99834991e-01;9.99873693e-01;9.99903027e-01;9.99925309e-01;9.99942272e-01;9.99955217e-01;9.99965120e-01;9.99972717e-01;9.99978563e-01;9.99983075e-01;9.99986570e-01;9.99989288e-01;9.99991410e-01;9.99993074e-01;9.99994386e-01;9.99995425e-01;9.99996253e-01;9.99996916e-01;9.99997450e-01;9.99997882e-01;9.99998235e-01;9.99998523e-01;9.99998761e-01;9.99998958e-01;9.99999122e-01;9.99999258e-01;9.99999373e-01;9.99999470e-01;9.99999551e-01;9.99999620e-01;9.99999678e-01;9.99999728e-01;9.99999770e-01;9.99999805e-01;9.99999836e-01;9.99999862e-01;9.99999883e-01;9.99999902e-01;9.99999918e-01;9.99999931e-01;9.99999942e-01;9.99999952e-01;9.99999960e-01;9.99999967e-01;9.99999972e-01;9.99999977e-01;9.99999981e-01;9.99999985e-01;9.99999987e-01;9.99999990e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32195825e+00;-5.20184789e-02;2.51459084e-04
4.36364237e-01;5.64337486e-01;6.58257201e-01;7.29001862e-01;7.85095658e-01;8.30657324e-01;8.67953575e-01;8.98378998e-01;9.22899438e-01;9.42289894e-01;9.57275088e-01;9.68594286e-01;9.76989111e-01;9.83143634e-01;9.87631872e-01;9.90901738e-01;9.93287478e-01;9.95032786e-01;9.96313581e-01;9.97256522e-01;9.97952906e-01;9.98468727e-01;9.98851865e-01;9.99137188e-01;9.99350182e-01;9.99509544e-01;9.99629034e-01;9.99718810e-01;9.99786394e-01;9.99837367e-01;9.99875885e-01;9.99905044e-01;9.99927160e-01;9.99943967e-01;9.99956764e-01;9.99966529e-01;9.99973997e-01;9.99979722e-01;9.99984122e-01;9.99987513e-01;9.99990135e-01;9.99992169e-01;9.99993753e-01;9.99994991e-01;9.99995963e-01;9.99996730e-01;9.99997337e-01;9.99997821e-01;9.99998208e-01;9.99998520e-01;9.99998773e-01;9.99998979e-01;9.99999147e-01;9.99999286e-01;9.99999400e-01;9.99999495e-01;9.99999574e-01;9.99999641e-01;9.99999696e-01;9.99999743e-01;9.99999783e-01;9.99999816e-01;9.99999845e-01;9.99999869e-01;9.99999889e-01;9.99999907e-01;9.99999921e-01;9.99999934e-01;9.99999944e-01;9.99999953e-01;9.99999961e-01;9.99999967e-01;9.99999973e-01;9.99999977e-01;9.99999981e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32196638e+00;-5.20181793e-02;1.69044658e-04
4.36366055e-01;5.64339850e-01;6.58259983e-01;7.29004974e-01;7.85099044e-01;8.30660940e-01;8.67957385e-01;8.98382964e-01;9.22903522e-01;9.42294053e-01;9.57279275e-01;9.68598454e-01;9.76993218e-01;9.83147645e-01;9.87635763e-01;9.90905492e-01;9.93291083e-01;9.95036236e-01;9.96316871e-01;9.97259651e-01;9.97955872e-01;9.98471532e-01;9.98854511e-01;9.99139678e-01;9.99352520e-01;9.99511733e-01;9.99631078e-01;9.99720715e-01;9.99788164e-01;9.99839008e-01;9.99877402e-01;9.99906444e-01;9.99928448e-01;9.99945149e-01;9.99957847e-01;9.99967518e-01;9.99974897e-01;9.99980540e-01;9.99984863e-01;9.99988183e-01;9.99990739e-01;9.99992712e-01;9.99994240e-01;9.99995426e-01;9.99996351e-01;9.99997075e-01;9.99997643e-01;9.99998092e-01;9.99998448e-01;9.99998731e-01;9.99998958e-01;9.99999141e-01;9.99999288e-01;9.99999408e-01;9.99999507e-01;9.99999587e-01;9.99999654e-01;9.99999709e-01;9.99999755e-01;9.99999794e-01;9.99999826e-01;9.99999853e-01;9.99999876e-01;9.99999895e-01;9.99999912e-01;9.99999925e-01;9.99999937e-01;9.99999947e-01;9.99999955e-01;9.99999962e-01;9.99999968e-01;9.99999974e-01;9.99999978e-01;9.99999981e-01;9.99999985e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32197184e+00;-5.20179781e-02;1.13762795e-04
4.36367278e-01;5.64341440e-01;6.58261855e-01;7.29007067e-01;7.85101321e-01;8.30663373e-01;8.67959947e-01;8.98385633e-01;9.22906270e-01;9.42296853e-01;9.57282094e-01;9.68601262e-01;9.76995986e-01;9.83150351e-01;9.87638389e-01;9.90908028e-01;9.93293521e-01;9.95038571e-01;9.96319101e-01;9.97261773e-01;9.97957887e-01;9.98473441e-01;9.98856314e-01;9.99141377e-01;9.99354117e-01;9.99513231e-01;9.99632480e-01;9.99722024e-01;9.99789383e-01;9.99840141e-01;9.99878452e-01;9.99907414e-01;9.99929343e-01;9.99945973e-01;9.99958603e-01;9.99968210e-01;9.99975530e-01;9.99981116e-01;9.99985386e-01;9.99988658e-01;9.99991168e-01;9.99993099e-01;9.99994588e-01;9.99995739e-01;9.99996631e-01;9.99997325e-01;9.99997866e-01;9.99998289e-01;9.99998623e-01;9.99998886e-01;9.99999094e-01;9.99999260e-01;9.99999393e-01;9.99999500e-01;9.99999587e-01;9.99999657e-01;9.99999714e-01;9.99999761e-01;9.99999800e-01;9.99999832e-01;9.99999859e-01;9.99999881e-01;9.99999900e-01;9.99999916e-01;9.99999929e-01;9.99999940e-01;9.99999949e-01;9.99999957e-01;9.99999964e-01;9.99999970e-01;9.99999975e-01;9.99999979e-01;9.99999982e-01;9.99999985e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32197551e+00;-5.20178426e-02;7.66366928e-05
4.36368101e-01;5.64342510e-01;6.58263115e-01;7.29008477e-01;7.85102855e-01;8.30665011e-01;8.67961673e-01;8.98387430e-01;9.22908122e-01;9.42298739e-01;9.57283994e-01;9.68603155e-01;9.76997853e-01;9.83152177e-01;9.87640163e-01;9.90909742e-01;9.93295170e-01;9.95040152e-01;9.96320612e-01;9.97263214e-01;9.97959257e-01;9.98474740e-01;9.98857543e-01;9.99142537e-01;9.99355209e-01;9.99514257e-01;9.99633442e-01;9.99722923e-01;9.99790222e-01;9.99840922e-01;9.99879177e-01;9.99908087e-01;9.99929965e-01;9.99946546e-01;9.99959130e-01;9.99968694e-01;9.99975973e-01;9.99981520e-01;9.99985755e-01;9.99988993e-01;9.99991472e-01;9.99993374e-01;9.99994836e-01;9.99995962e-01;9.99996832e-01;9.99997504e-01;9.99998026e-01;9.99998433e-01;9.99998750e-01;9.99998998e-01;9.99999194e-01;9.99999348e-01;9.99999471e-01;9.99999568e-01;9.99999646e-01;9.99999709e-01;9.99999760e-01;9.99999801e-01;9.99999834e-01;9.99999862e-01;9.99999885e-01;9.99999903e-01;9.99999919e-01;9.99999932e-01;9.99999943e-01;9.99999952e-01;9.99999959e-01;9.99999966e-01;9.99999971e-01;9.99999976e-01;9.99999979e-01;9.99999983e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32197798e+00;-5.20177515e-02;5.16756727e-05
4.36368656e-01;5.64343232e-01;6.58263964e-01;7.29009427e-01;7.85103888e-01;8.30666115e-01;8.67962837e-01;8.98388642e-01;9.22909370e-01;9.42300011e-01;9.57285276e-01;9.68604432e-01;9.76999113e-01;9.83153410e-01;9.87641362e-01;9.90910902e-01;9.93296287e-01;9.95041224e-01;9.96321638e-01;9.97264192e-01;9.97960188e-01;9.98475624e-01;9.98858381e-01;9.99143329e-01;9.99355956e-01;9.99514960e-01;9.99634102e-01;9.99723541e-01;9.99790800e-01;9.99841461e-01;9.99879679e-01;9.99908552e-01;9.99930396e-01;9.99946944e-01;9.99959497e-01;9.99969032e-01;9.99976283e-01;9.99981805e-01;9.99986015e-01;9.99989229e-01;9.99991687e-01;9.99993569e-01;9.99995013e-01;9.99996122e-01;9.99996975e-01;9.99997633e-01;9.99998142e-01;9.99998536e-01;9.99998842e-01;9.99999081e-01;9.99999267e-01;9.99999413e-01;9.99999528e-01;9.99999618e-01;9.99999690e-01;9.99999748e-01;9.99999794e-01;9.99999830e-01;9.99999860e-01;9.99999884e-01;9.99999904e-01;9.99999920e-01;9.99999933e-01;9.99999944e-01;9.99999953e-01;9.99999961e-01;9.99999967e-01;9.99999972e-01;9.99999977e-01;9.99999980e-01;9.99999983e-01;9.99999986e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32197965e+00;-5.20176900e-02;3.48759123e-05
4.36369030e-01;5.64343719e-01;6.58264537e-01;7.29010068e-01;7.85104586e-01;8.30666860e-01;8.67963622e-01;8.98389459e-01;9.22910212e-01;9.42300869e-01;9.57286141e-01;9.68605295e-01;9.76999965e-01;9.83154244e-01;9.87642173e-01;9.90911687e-01;9.93297044e-01;9.95041951e-01;9.96322334e-01;9.97264857e-01;9.97960822e-01;9.98476226e-01;9.98858952e-01;9.99143870e-01;9.99356467e-01;9.99515441e-01;9.99634554e-01;9.99723966e-01;9.99791197e-01;9.99841832e-01;9.99880025e-01;9.99908874e-01;9.99930695e-01;9.99947221e-01;9.99959753e-01;9.99969268e-01;9.99976500e-01;9.99982004e-01;9.99986197e-01;9.99989396e-01;9.99991839e-01;9.99993708e-01;9.99995138e-01;9.99996235e-01;9.99997078e-01;9.99997726e-01;9.99998225e-01;9.99998611e-01;9.99998909e-01;9.99999140e-01;9.99999320e-01;9.99999460e-01;9.99999569e-01;9.99999655e-01;9.99999723e-01;9.99999776e-01;9.99999819e-01;9.99999852e-01;9.99999879e-01;9.99999901e-01;9.99999918e-01;9.99999933e-01;9.99999944e-01;9.99999954e-01;9.99999961e-01;9.99999968e-01;9.99999973e-01;9.99999977e-01;9.99999981e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198077e+00;-5.20176485e-02;2.35577644e-05
4.36369283e-01;5.64344048e-01;6.58264924e-01;7.29010500e-01;7.85105056e-01;8.30667363e-01;8.67964152e-01;8.98390011e-01;9.22910781e-01;9.42301449e-01;9.57286726e-01;9.68605878e-01;9.77000541e-01;9.83154809e-01;9.87642723e-01;9.90912219e-01;9.93297557e-01;9.95042444e-01;9.96322807e-01;9.97265309e-01;9.97961253e-01;9.98476636e-01;9.98859342e-01;9.99144239e-01;9.99356816e-01;9.99515771e-01;9.99634865e-01;9.99724257e-01;9.99791471e-01;9.99842088e-01;9.99880264e-01;9.99909097e-01;9.99930902e-01;9.99947413e-01;9.99959931e-01;9.99969432e-01;9.99976651e-01;9.99982143e-01;9.99986325e-01;9.99989513e-01;9.99991946e-01;9.99993805e-01;9.99995227e-01;9.99996316e-01;9.99997151e-01;9.99997792e-01;9.99998285e-01;9.99998664e-01;9.99998957e-01;9.99999183e-01;9.99999358e-01;9.99999494e-01;9.99999600e-01;9.99999682e-01;9.99999747e-01;9.99999797e-01;9.99999837e-01;9.99999869e-01;9.99999894e-01;9.99999914e-01;9.99999929e-01;9.99999942e-01;9.99999952e-01;9.99999961e-01;9.99999968e-01;9.99999973e-01;9.99999978e-01;9.99999981e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198153e+00;-5.20176205e-02;1.59254672e-05
4.36369454e-01;5.64344270e-01;6.58265185e-01;7.29010793e-01;7.85105375e-01;8.30667703e-01;8.67964510e-01;8.98390385e-01;9.22911166e-01;9.42301841e-01;9.57287122e-01;9.68606273e-01;9.77000931e-01;9.83155191e-01;9.87643095e-01;9.90912579e-01;9.93297905e-01;9.95042779e-01;9.96323128e-01;9.97265617e-01;9.97961546e-01;9.98476916e-01;9.98859608e-01;9.99144491e-01;9.99357055e-01;9.99515996e-01;9.99635077e-01;9.99724458e-01;9.99791659e-01;9.99842264e-01;9.99880429e-01;9.99909251e-01;9.99931045e-01;9.99947547e-01;9.99960055e-01;9.99969546e-01;9.99976757e-01;9.99982240e-01;9.99986415e-01;9.99989595e-01;9.99992022e-01;9.99993874e-01;9.99995290e-01;9.99996373e-01;9.99997203e-01;9.99997839e-01;9.99998327e-01;9.99998702e-01;9.99998991e-01;9.99999214e-01;9.99999386e-01;9.99999519e-01;9.99999622e-01;9.99999702e-01;9.99999764e-01;9.99999813e-01;9.99999851e-01;9.99999881e-01;9.99999904e-01;9.99999923e-01;9.99999938e-01;9.99999949e-01;9.99999959e-01;9.99999966e-01;9.99999972e-01;9.99999977e-01;9.99999981e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198204e+00;-5.20176016e-02;1.07741273e-05
4.36369569e-01;5.64344420e-01;6.58265362e-01;7.29010991e-01;7.85105590e-01;8.30667933e-01;8.67964752e-01;8.98390637e-01;9.22911426e-01;9.42302107e-01;9.57287389e-01;9.68606540e-01;9.77001195e-01;9.83155450e-01;9.87643347e-01;9.90912824e-01;9.93298141e-01;9.95043007e-01;9.96323346e-01;9.97265826e-01;9.97961746e-01;9.98477107e-01;9.98859789e-01;9.99144663e-01;9.99357218e-01;9.99516151e-01;9.99635223e-01;9.99724595e-01;9.99791788e-01;9.99842386e-01;9.99880542e-01;9.99909357e-01;9.99931144e-01;9.99947639e-01;9.99960140e-01;9.99969626e-01;9.99976831e-01;9.99982309e-01;9.99986477e-01;9.99989653e-01;9.99992075e-01;9.99993923e-01;9.99995334e-01;9.99996413e-01;9.99997239e-01;9.99997872e-01;9.99998357e-01;9.99998730e-01;9.99999016e-01;9.99999236e-01;9.99999406e-01;9.99999537e-01;9.99999638e-01;9.99999716e-01;9.99999777e-01;9.99999824e-01;9.99999861e-01;9.99999890e-01;9.99999912e-01;9.99999930e-01;9.99999944e-01;9.99999955e-01;9.99999963e-01;9.99999970e-01;9.99999976e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198239e+00;-5.20175888e-02;7.29436095e-06
